"","blurb","state"
"7466","A fully-illustrated, full color dinosaur novel in the tradition of epic fantasy. Help me release it in 3 formats!","failed"
"7467","This project is for one short story. If it gets funded, I'll write the story. If you fund it, you'll get the story.","failed"
"7468","An errant spacecraft is detected on the outskirts of the Solar System by an aging probe, and the universe will never be the same.","failed"
"7469","Some people are willing to pay for eccentric items on The Menu. Chrys and Spencer are about to have a fight to the death to stop them.","failed"
"7470","I've wanted to travel and all my family tree is from Scotland so with my wife's and my 15th anniversary and do research for a book","failed"
"7471","An unknown man arrives on the secluded Vashon Island in the midst of multiple violent and unsolved killings.","failed"
"7472","A book of 9 fictional short stories that begin in the ordinary and escalate to the extraordinary--tales never yet written! Guaranteed!","failed"
"7473","A fantasy novel about good vs evil, dragons, epic battles, saving a queen, finding destinies, magic, friendship and finding truth.","failed"
"7474","Help bring to life a spiritually-infused, sci-fi fantasy novel unlike anything you've ever read before.","failed"
"7475","I started writing a fantasy novel with anthropomorphic characters (minotaurs, lion men, etc...) It is the potential start of a trilogy.","failed"
"7476","This book and soundtrack contains drama, heartache and struggle while dealing with the life of growing up in the urban community.","failed"
"7477","You are invited on an excursion into wickedness and evil beyond even your wildest nightmare - “THE CLOWN.”","failed"
"7478","Flynn Cole is cursed. Stuck between time and space because some jerk couldn't keep it in his pants. Adventure-magic-timetravel! Oh boy.","failed"
"7479","Based on truth and enhanced with fiction, First Shadows deliciously blends adventure, suspense, and action with paranormal mystery.","failed"
"7480","Sequel to 2014 novel, ""Lei Four"". Want to live in each area the book will depict, in an RV. Need 10k for year long project.","failed"
"7481","Launching three more Allison Parker mysteries and adding a publicist to reach a more diverse audience.","failed"
"7482","I love the fantasy genre, and I want to start sharing my own worlds and stories.","failed"
"7483","Taking up residence on the Oregon coast in 2016, Steven Earl Miller (author of ""Touchdown Buddha"") writes a novel and daily author log.","failed"
"7484","A soldier escapes from a prison camp only to find he's been replaced, by a clone. A conspiracy unfolds in this thriller part 1 of 3","failed"
"7485","Global climate change, changes in farming, GMO's, restaurant challenges, cook relationships, all feed into the Event.","failed"
"7486","Promotional stills and trailer for an epic book series.","failed"
"7487","Epic Debut Fantasy Novel, ""Wielder of the Flame"" now in audio format for your on-the-go listening needs!","failed"
"7488","It's the 1st book in a thriller series that re-imagines vampires.","failed"
"7489","""Poe"" follows the sole descendant of Edgar Allan Poe as she battles a curse: the master of the macabre's horror stories coming to life.","failed"
"7490","This is the first novel of my trilogy. Keira is a girl bent on revenge and pushes the line between right and wrong.","failed"
"7491","In the fourth part of the ""Out of the Blue"" series, Jack confronts Dolor in an attempt to save Candice.","failed"
"7492","Bullying. A coming of age comedy novel filled with puns, parodies, pandemonium, and a sprinkle of curry powder.","failed"
"7493","The Eerie Ogden Tribune is a fictional newspaper designed to encourage children to explore their surroundings with a sense of wonder.","failed"
"7494","The next generation of the Harry Potter universe. Set 100 years in the future, the story continues....","failed"
"7495","Embark on a romantic journey with seven woman and seven men as they experience the ups and downs of love.","failed"
"7496","An easier, faster, comfortable-r reading experience for you to enjoy your favorite classics!","failed"
"7497","A young college student travels back in time to save his family from financial ruin.. A classic science fiction genre with a twist","failed"
"7498","Something that won't be as good as Harry Potter, but will do its best to aspire to that. 6 people who met at a bus stop.","failed"
"7499","This is a story about a comic book super hero and the artist that created him. The 2 can talk to each other. They tend to argue a lot.","failed"
"7500","A Special project designed to benefit a Veteran's canine project.","failed"
"7501","Sanctuary Rising is about the rise of the Factors, a ragtag group of pan multiversal troubleshooters who try to keep time untanged.","failed"
"7502","Episodic short stories for short attentions. Follow computer whiz kid Mark August journey from passion to loathing in corporate IT.","failed"
"7503","The Lost Sense is a book which explores a young blind women's journey as she is rescued then her journey falling in love.","failed"
"7504","The first in a series of ""Choose Your Own Adventure"" Dark Horror. Read as a psychotic killer or try to survive a home invasion.","failed"
